source,target,weight
350,674,3004.0
350,1016,145.0
350,1499,353.0
351,526,100.0
351,766,575.0
351,1016,1654.0
352,875,160.0
352,877,58.0
353,114,262760.0
353,123,2529.0
353,145,4400.0
353,201,144.0
353,206,2468.0
353,215,47492.0
353,218,232.0
353,224,11.0
353,246,45024.0
353,311,31699.0
353,317,146004.0
353,321,1032.0
353,356,20244.0
353,383,535.0
353,389,98406.0
353,391,260588.0
353,435,86045.0
353,500,135484.0
353,526,78610.0
353,585,156.0
353,709,62639.0
353,711,328440.0
353,731,6844.0
353,766,161609.0
353,872,2280.0
353,875,99.0
353,877,70046.0
353,902,1300.0
353,978,10813.0
353,982,32683.0
353,988,533.0
353,994,16390.0
353,1016,222912.0
353,1022,18284.0
353,1068,98235.0
353,1072,756.0
353,1162,444.0
353,1191,2.0
353,1200,191488.0
353,1252,145124.0
353,1255,64832.0
353,1264,12485.0
353,1353,2484.0
353,1356,3252.0
353,1372,449.0
353,1428,58.0
353,1433,11158.0
353,1437,6642.0
353,1456,27.0
353,1470,25374.0
353,1485,106.0
353,1517,49895.0
353,1785,99.0
354,114,3061.0
354,389,33.0
354,500,2701.0
354,877,153.0
354,1016,117341.0
354,1462,791.0
355,32,61.0
355,391,15133.0
355,711,10862.0
355,875,84.0
356,32,124.0
356,41,619.0
356,60,4.0
356,75,12291.0
356,114,239647.0
356,117,74.0
356,123,10942.0
356,126,45.0
356,127,66.0
356,134,40.0
356,145,50540.0
356,169,2.0
356,189,113.0
356,206,36333.0
356,211,58.0
356,215,100076.0
356,237,110.0
356,239,15627.0
356,246,45587.0
356,256,659.0
356,258,128.0
356,266,56962.0
356,296,560.0
356,300,156.0
356,311,25679.0
356,317,145222.0
356,321,46329.0
356,334,55.0
356,344,8717.0
356,353,19354.0
356,381,45.0
356,383,66493.0
356,389,96281.0
356,391,132768.0
356,403,16.0
356,432,3792.0
356,435,90190.0
356,462,836.0
356,478,34.0
356,496,23019.0
356,499,2.0
356,500,93838.0
356,507,146.0
356,508,70.0
356,526,84669.0
356,534,109.0
356,548,48.0
356,560,23887.0
356,576,9.0
356,579,55.0
356,585,644.0
356,588,6.0
356,605,35.0
356,609,434.0
356,610,13.0
356,612,91.0
356,613,40164.0
356,618,19533.0
356,619,11413.0
356,626,2.0
356,683,160.0
356,685,2852.0
356,691,125.0
356,693,15816.0
356,709,43908.0
356,711,87286.0
356,716,105.0
356,727,27.0
356,731,29939.0
356,760,30483.0
356,766,53537.0
356,778,199.0
356,875,90489.0
356,877,127726.0
356,899,33218.0
356,902,116210.0
356,910,636.0
356,918,6843.0
356,940,16.0
356,978,42975.0
356,982,130068.0
356,988,30302.0
356,989,8.0
356,994,44680.0
356,1016,58560.0
356,1021,55.0
356,1022,46167.0
356,1029,48.0
356,1066,12978.0
356,1068,103754.0
356,1072,22890.0
356,1101,298.0
356,1139,347.0
356,1161,15.0
356,1162,439.0
356,1176,1237.0
356,1185,18232.0
356,1200,233899.0
356,1201,28128.0
356,1231,5417.0
356,1243,54.0
356,1252,116251.0
356,1255,46796.0
356,1264,42070.0
356,1277,89.0
356,1316,8909.0
356,1320,1030.0
356,1353,43120.0
356,1359,29063.0
356,1372,101.0
356,1376,15253.0
356,1391,70044.0
356,1403,36736.0
356,1405,7331.0
356,1406,5304.0
356,1411,29283.0
356,1426,41350.0
356,1433,52745.0
356,1437,75536.0
356,1438,6.0
356,1450,41.0
356,1460,72.0
356,1470,133475.0
356,1480,590.0
356,1485,154.0
356,1504,9413.0
356,1517,46655.0
356,1540,88.0
356,1549,14307.0
356,1596,18.0
356,1613,68144.0
356,1617,1560.0
356,1628,149.0
356,1644,2.0
356,1645,21306.0
356,1664,150.0
356,1700,57.0
356,1752,17231.0
356,1803,22.0
356,1820,7315.0
356,1831,29.0
356,1837,39593.0
358,32,2164.0
360,1302,46.0
361,41,232.0
361,101,18.0
361,164,6.0
361,179,9.0
361,237,8.0
361,239,1.0
361,334,130.0
361,435,35876.0
361,450,151.0
361,485,1138.0
361,560,124.0
361,613,36.0
361,709,328.0
361,719,1051.0
361,926,23.0
361,1023,29.0
361,1068,50032.0
361,1072,210.0
361,1185,50.0
361,1200,66723.0
361,1201,14.0
361,1320,26.0
361,1374,24.0
361,1540,2.0
361,1828,2.0
364,114,258.0
365,51,4.0
365,71,10.0
365,236,9.0
365,505,186.0
365,1370,1.0
365,1722,1.0
365,1742,1.0
366,802,2.0
366,921,37.0
366,1347,2.0
366,1388,2.0
367,674,522.0
368,711,79.0
368,1016,858.0
369,91,1.0
369,152,2463.0
369,372,2.0
369,604,1.0
369,816,95.0
369,836,273.0
369,844,7.0
369,851,20.0
369,859,73.0
369,860,7.0
369,1130,106.0
369,1146,17.0
369,1190,387.0
369,1266,12.0
369,1310,1.0
369,1608,84.0
369,1733,2.0
369,1743,48.0
369,1746,41.0
370,775,8.0
371,52,158.0
371,389,10408.0
371,391,7398.0
371,485,128.0
371,709,162.0
371,874,2.0
371,875,119.0
371,1365,348.0
371,1738,23.0
372,152,138.0
372,369,2.0
372,465,5.0
373,114,18854.0
373,206,32.0
373,317,12535.0
373,389,9872.0
373,391,47321.0
373,435,2553.0
373,500,1688.0
373,711,70755.0
373,994,930.0
373,1022,1251.0
373,1068,8709.0
373,1200,6401.0
373,1405,93.0
373,1485,6.0
374,505,2.0
374,1590,42.0
375,41,787.0
375,75,2.0
375,114,173122.0
375,123,118.0
375,126,18.0
375,145,604.0
375,169,2.0
375,206,10.0
375,239,43.0
375,240,3.0
375,246,240.0
375,258,116.0
375,296,20.0
375,317,66267.0
375,321,136.0
375,356,12.0
375,381,8.0
375,383,720.0
375,416,117.0
375,435,127.0
375,500,169.0
375,508,3.0
375,526,10.0
375,534,24.0
375,609,1048.0
375,618,9.0
375,709,7.0
375,731,251.0
375,735,86.0
375,766,112.0
375,778,676.0
375,978,38.0
375,994,89.0
375,1011,61.0
375,1022,9.0
375,1029,50.0
375,1176,5.0
375,1200,62.0
375,1201,7.0
375,1251,110.0
375,1252,98.0
375,1302,107.0
375,1320,46.0
375,1328,15.0
375,1353,40.0
375,1359,2.0
375,1376,2.0
375,1406,2.0
375,1426,16.0
375,1462,4.0
375,1517,23.0
375,1540,7.0
375,1549,3.0
375,1596,52.0
375,1628,3.0
375,1645,107.0
375,1664,404.0
375,1837,43.0
377,1648,59.0
378,1437,44.0
379,32,178132.0
379,75,473.0
379,82,135194.0
379,114,43.0
379,123,273559.0
379,145,69.0
379,169,72777.0
379,206,32622.0
379,211,227.0
379,215,10798.0
379,239,772.0
379,240,1029.0
379,245,71.0
379,246,39028.0
379,258,49.0
379,274,1.0
379,311,1281.0
379,317,38.0
379,321,848.0
379,343,35306.0
379,389,72243.0
379,391,34.0
379,435,471.0
379,452,9586.0
379,460,36.0
379,478,138077.0
379,500,83.0
379,525,15.0
379,526,16096.0
379,536,40.0
379,560,41.0
379,579,93.0
379,585,336.0
379,619,136.0
379,625,151.0
379,683,554773.0
379,685,5.0
379,686,48553.0
379,693,140.0
379,709,926.0
379,711,83447.0
379,719,745.0
379,731,6060.0
379,749,321.0
379,759,277.0
379,760,777.0
379,875,62196.0
379,877,41626.0
379,879,156945.0
379,902,1542.0
379,903,51.0
379,918,133353.0
379,926,274.0
379,964,135702.0
379,978,213942.0
379,982,37163.0
379,989,63729.0
379,994,32375.0
379,1011,249.0
379,1016,143.0
379,1022,8450.0
379,1027,156.0
379,1068,9308.0
379,1072,180150.0
379,1112,1.0
379,1162,24290.0
379,1176,94510.0
379,1185,1272.0
379,1189,1874.0
379,1200,180.0
379,1201,354.0
379,1231,34.0
379,1240,11796.0
379,1250,116.0
379,1252,12077.0
379,1255,78447.0
379,1264,392.0
379,1270,46.0
379,1318,146.0
379,1320,514.0
379,1328,47.0
379,1353,1998.0
379,1372,1632.0
379,1391,39.0
379,1403,36498.0
379,1404,23.0
379,1405,329047.0
379,1426,195.0
379,1433,20027.0
379,1437,3239.0
379,1456,1553.0
379,1470,2736.0
379,1480,4236.0
379,1485,676.0
379,1517,210084.0
379,1525,93.0
379,1540,133.0
379,1579,104.0
379,1613,22202.0
379,1628,127521.0
379,1645,60.0
379,1664,383.0
379,1820,47.0
379,1822,38.0
379,1823,77.0
379,1831,42.0
379,1837,64.0
381,29,22.0
381,41,1120.0
381,60,3.0
381,78,3.0
381,108,1.0
381,114,304152.0
381,123,31.0
381,126,28.0
381,134,9.0
381,137,32.0
381,145,176.0
381,149,40.0
381,164,15.0
381,169,37.0
381,206,2.0
381,239,134.0
381,240,18.0
381,246,86196.0
381,256,161.0
381,290,5.0
381,296,21.0
381,300,17.0
381,311,36829.0
381,317,98440.0
381,321,191.0
381,334,382.0
381,335,145.0
381,356,88.0
381,361,10.0
381,375,49.0
381,383,43060.0
381,389,98331.0
381,391,84298.0
381,403,7.0
381,432,267.0
381,435,68653.0
381,500,27812.0
381,502,7.0
381,506,6.0
381,508,8.0
381,526,400.0
381,532,134.0
381,534,7.0
381,560,72.0
381,588,11.0
381,605,151.0
381,609,277.0
381,610,41.0
381,612,64.0
381,618,26.0
381,623,87.0
381,691,3.0
381,709,48866.0
381,711,30611.0
381,716,158.0
381,719,421.0
381,727,36.0
381,759,17.0
381,760,180.0
381,899,30.0
381,902,25812.0
381,918,41.0
381,926,29.0
381,978,210.0
381,982,41096.0
381,989,2.0
381,998,10.0
381,1016,443.0
381,1022,11746.0
381,1068,39255.0
381,1072,117.0
381,1101,17.0
381,1161,52.0
381,1176,29.0
381,1200,120305.0
381,1201,59.0
381,1231,85.0
381,1240,659.0
381,1252,49152.0
381,1264,45.0
381,1277,39.0
381,1320,3.0
381,1353,11.0
381,1359,88.0
381,1391,394.0
381,1403,854.0
381,1406,140.0
381,1417,30.0
381,1504,1042.0
381,1540,6.0
381,1549,6.0
381,1573,128.0
381,1596,188.0
381,1613,19633.0
381,1617,46.0
381,1628,41.0
381,1629,52.0
381,1645,43.0
381,1664,693.0
381,1700,277.0
381,1752,1.0
381,1803,4.0
381,1831,3.0
381,1837,2641.0
382,709,324.0
382,719,391.0
382,1200,33113.0
383,29,25.0
383,32,1511.0
383,38,4840.0
383,60,128.0
383,75,42443.0
383,88,282.0
383,93,118.0
383,114,821101.0
383,117,22.0
383,119,19.0
383,123,1386.0
383,126,286.0
383,144,7622.0
383,145,82760.0
383,164,1329.0
383,169,143.0
383,203,164.0
383,206,72426.0
383,209,1555.0
383,211,64.0
383,215,479385.0
383,226,269.0
383,228,107.0
383,234,156.0
383,237,53004.0
383,239,39903.0
383,240,407.0
383,251,19.0
383,256,29538.0
383,258,10676.0
383,290,9348.0
383,296,57055.0
383,311,50088.0
383,317,297018.0
383,321,73371.0
383,322,53.0
383,334,419.0
383,344,14827.0
383,353,1926.0
383,354,160.0
383,356,64854.0
383,373,120.0
383,375,364.0
383,381,39376.0
383,389,212761.0
383,391,510989.0
383,403,28.0
383,432,10810.0
383,435,259111.0
383,460,53.0
383,478,360.0
383,499,1.0
383,500,68691.0
383,508,1.0
383,526,268949.0
383,585,84.0
383,595,2.0
383,603,61.0
383,605,152.0
383,609,169.0
383,610,112.0
383,613,9819.0
383,618,30323.0
383,619,20741.0
383,648,104.0
383,655,1061.0
383,674,54.0
383,685,36517.0
383,691,56661.0
383,700,26.0
383,709,180.0
383,711,278064.0
383,716,47.0
383,718,6.0
383,727,445.0
383,731,102298.0
383,758,67.0
383,759,6405.0
383,760,103165.0
383,766,148277.0
383,812,149.0
383,875,41654.0
383,877,53832.0
383,899,7679.0
383,901,182.0
383,902,405020.0
383,916,45.0
383,918,60.0
383,970,1335.0
383,978,95298.0
383,982,299735.0
383,989,105.0
383,994,92988.0
383,997,133.0
383,1001,527.0
383,1004,283.0
383,1011,47151.0
383,1016,390127.0
383,1022,168822.0
383,1038,864.0
383,1043,415.0
383,1066,12431.0
383,1068,230075.0
383,1072,90666.0
383,1075,52.0
383,1082,691.0
383,1090,4353.0
383,1101,5279.0
383,1109,25064.0
383,1117,196.0
383,1161,2.0
383,1162,146.0
383,1176,1144.0
383,1185,35714.0
383,1189,482.0
383,1200,747311.0
383,1201,39415.0
383,1231,95114.0
383,1240,385.0
383,1252,145247.0
383,1255,138312.0
383,1264,80220.0
383,1269,42.0
383,1270,466.0
383,1277,656.0
383,1297,15.0
383,1312,716.0
383,1316,258.0
383,1320,72712.0
383,1328,56735.0
383,1353,125422.0
383,1372,691.0
383,1376,35257.0
383,1390,545.0
383,1391,69870.0
383,1402,156.0
383,1403,3911.0
383,1404,395.0
383,1405,4162.0
383,1406,4154.0
383,1426,38151.0
383,1433,100688.0
383,1437,7702.0
383,1450,102.0
383,1456,636.0
383,1457,158.0
383,1462,287.0
383,1463,2.0
383,1470,55898.0
383,1480,780.0
383,1485,6456.0
383,1500,43.0
383,1504,22810.0
383,1517,106381.0
383,1522,738.0
383,1523,35.0
383,1549,62237.0
383,1567,161.0
383,1613,174911.0
383,1628,10.0
383,1630,1585.0
383,1631,52.0
383,1645,26631.0
383,1671,15.0
383,1700,149.0
383,1752,147.0
383,1773,15.0
383,1783,1.0
383,1799,14887.0
383,1820,26864.0
383,1822,498.0
383,1831,460.0
383,1837,64132.0
384,505,36.0
384,509,10.0
384,689,4.0
384,1742,1.0
386,389,2900.0
386,572,31.0
386,575,12.0
386,978,681.0
387,1200,1387.0
387,1517,968.0
388,114,125.0
388,500,90687.0
388,709,2864.0
388,766,55760.0
388,1200,86030.0
389,29,466.0
389,30,124.0
389,32,304394.0
389,34,5.0
389,37,62.0
389,39,212.0
389,52,204.0
389,64,1474.0
389,75,1514.0
389,79,6680.0
389,82,39558.0
389,86,4057.0
389,88,39585.0
389,108,172194.0
389,114,735519.0
389,117,11695.0
389,123,276804.0
389,145,37941.0
389,149,37.0
389,155,8693.0
389,156,72.0
389,158,16288.0
389,169,31813.0
389,176,152225.0
389,179,45412.0
389,187,14149.0
389,189,38.0
389,206,244238.0
389,211,222481.0
389,215,376140.0
389,226,31.0
389,234,8.0
389,239,369.0
389,240,39436.0
389,246,305883.0
389,251,114728.0
389,258,75051.0
389,262,37.0
389,266,11.0
389,268,1850.0
389,278,6354.0
389,293,27.0
389,300,49892.0
389,311,90207.0
389,313,34.0
389,317,245099.0
389,321,74376.0
389,322,25.0
389,330,2793.0
389,331,13571.0
389,334,267972.0
389,335,122.0
389,337,42367.0
389,343,6.0
389,353,95783.0
389,356,100663.0
389,371,10032.0
389,373,10351.0
389,379,69680.0
389,381,97234.0
389,383,202630.0
389,386,2713.0
389,391,731788.0
389,397,10251.0
389,428,142227.0
389,432,120285.0
389,435,382674.0
389,444,350.0
389,448,9374.0
389,452,5.0
389,460,53.0
389,462,51574.0
389,478,55639.0
389,480,239.0
389,481,226.0
389,485,1008.0
389,494,39741.0
389,500,261022.0
389,505,8151.0
389,506,60845.0
389,507,50037.0
389,510,23074.0
389,526,138316.0
389,530,9594.0
389,536,188.0
389,543,96429.0
389,548,66955.0
389,572,613.0
389,574,20346.0
389,575,8175.0
389,579,334.0
389,582,328.0
389,585,216881.0
389,592,339.0
389,595,92104.0
389,610,6817.0
389,611,6640.0
389,613,49194.0
389,622,33958.0
389,626,22279.0
389,631,308.0
389,648,45548.0
389,665,429.0
389,669,21949.0
389,674,87600.0
389,680,2097.0
389,683,145199.0
389,685,39.0
389,686,142.0
389,691,30861.0
389,701,382.0
389,706,8155.0
389,709,488110.0
389,711,579026.0
389,716,149655.0
389,718,35251.0
389,719,2063.0
389,721,27.0
389,731,248104.0
389,747,15163.0
389,749,1584.0
389,758,103733.0
389,759,178.0
389,760,3069.0
389,766,86969.0
389,828,16460.0
389,874,7086.0
389,875,912264.0
389,877,964816.0
389,879,613.0
389,881,7855.0
389,883,4226.0
389,902,364506.0
389,903,31332.0
389,910,121289.0
389,911,12632.0
389,918,42288.0
389,926,40912.0
389,940,4.0
389,957,524.0
389,964,25227.0
389,978,488997.0
389,979,1945.0
389,981,115.0
389,982,407974.0
389,988,4.0
389,989,420512.0
389,994,77434.0
389,997,27538.0
389,1000,27130.0
389,1004,39.0
389,1008,804.0
389,1011,1668.0
389,1016,90408.0
389,1022,286751.0
389,1029,44456.0
389,1032,1010.0
389,1047,13388.0
389,1061,18133.0
389,1066,76050.0
389,1067,57462.0
389,1068,716381.0
389,1072,191511.0
389,1075,51443.0
389,1081,225.0
389,1082,3504.0
389,1085,122.0
389,1092,84.0
389,1106,9081.0
389,1112,49.0
389,1139,5456.0
389,1162,210399.0
389,1170,52.0
389,1171,25990.0
389,1176,259951.0
389,1180,18.0
389,1185,401234.0
389,1189,191650.0
389,1200,759078.0
389,1201,3081.0
389,1224,18.0
389,1231,115.0
389,1240,527872.0
389,1245,1818.0
389,1251,14582.0
389,1252,368518.0
389,1255,921282.0
389,1256,13261.0
389,1263,4196.0
389,1264,80704.0
389,1292,1898.0
389,1295,36.0
389,1297,49029.0
389,1304,60350.0
389,1313,5080.0
389,1320,668.0
389,1322,46892.0
389,1339,112489.0
389,1352,14808.0
389,1353,49111.0
389,1359,205.0
389,1362,14198.0
389,1365,12778.0
389,1372,154347.0
389,1375,1.0
389,1376,1050.0
389,1391,22020.0
389,1403,583778.0
389,1405,229410.0
389,1406,394.0
389,1408,70561.0
389,1426,51482.0
389,1432,2431.0
389,1433,699030.0
389,1435,35.0
389,1437,805826.0
389,1438,34828.0
389,1440,141.0
389,1449,14255.0
389,1450,1.0
389,1454,377.0
389,1456,305483.0
389,1457,33363.0
389,1460,28706.0
389,1470,701887.0
389,1480,419434.0
389,1485,436332.0
389,1500,121.0
389,1517,318282.0
389,1525,189.0
389,1540,162.0
389,1549,822.0
389,1568,155.0
389,1576,5365.0
389,1596,141.0
389,1611,2.0
389,1613,218334.0
389,1628,175746.0
389,1630,240490.0
389,1631,3842.0
389,1636,148.0
389,1645,18257.0
389,1664,113.0
389,1685,4339.0
389,1698,3.0
389,1699,100.0
389,1738,2389.0
389,1752,21768.0
389,1773,58695.0
389,1799,5568.0
389,1807,25635.0
389,1820,22477.0
389,1822,80972.0
389,1823,53165.0
389,1826,29054.0
389,1831,91211.0
389,1837,103487.0
389,1847,2405.0
390,685,5.0
391,29,27.0
391,30,70986.0
391,32,297996.0
391,36,9950.0
391,39,44498.0
391,41,210.0
391,52,31875.0
391,60,15262.0
391,62,14016.0
391,75,717.0
391,82,90652.0
391,86,42566.0
391,88,22651.0
391,93,68.0
391,114,1019471.0
391,123,569174.0
391,126,7272.0
391,127,75.0
391,144,1.0
391,145,126056.0
391,156,47.0
391,162,1484.0
391,169,95084.0
391,176,258.0
391,179,1.0
391,184,38688.0
391,204,15171.0
391,206,267506.0
391,211,1076.0
391,215,376489.0
391,224,19761.0
391,234,92076.0
391,239,2189.0
391,240,154056.0
391,246,271010.0
391,250,33549.0
391,251,19.0
391,256,40205.0
391,258,204.0
391,262,6386.0
391,266,58854.0
391,290,12996.0
391,296,44236.0
391,300,65412.0
391,311,114693.0
391,313,31941.0
391,317,505015.0
391,321,150135.0
391,322,12685.0
391,334,190246.0
391,335,4.0
391,343,94941.0
391,345,8741.0
391,353,261044.0
391,354,79.0
391,355,15247.0
391,356,129314.0
391,371,7422.0
391,373,46639.0
391,381,88268.0
391,382,46.0
391,383,504711.0
391,389,737871.0
391,428,1.0
391,432,83846.0
391,435,316491.0
391,462,55370.0
391,478,287560.0
391,494,193.0
391,496,16015.0
391,500,337681.0
391,503,71191.0
391,506,12.0
391,507,83900.0
391,508,14900.0
391,510,114.0
391,526,245586.0
391,543,143817.0
391,548,11015.0
391,549,50768.0
391,560,29023.0
391,576,7.0
391,577,566.0
391,579,65103.0
391,585,2672.0
391,590,19540.0
391,591,84.0
391,594,1041.0
391,595,30263.0
391,609,48397.0
391,610,355.0
391,612,128813.0
391,613,30938.0
391,615,85103.0
391,618,41990.0
391,619,48960.0
391,622,3.0
391,625,41697.0
391,626,10123.0
391,648,15826.0
391,674,149380.0
391,683,106409.0
391,686,133.0
391,691,72095.0
391,709,249764.0
391,711,393632.0
391,715,36963.0
391,716,114914.0
391,719,2771.0
391,727,22.0
391,731,204098.0
391,758,32460.0
391,759,97777.0
391,760,156573.0
391,766,70510.0
391,813,213.0
391,875,608706.0
391,876,60050.0
391,877,885197.0
391,879,111398.0
391,888,21654.0
391,899,34790.0
391,901,42146.0
391,902,568016.0
391,910,241199.0
391,914,654.0
391,916,10620.0
391,918,161053.0
391,926,596.0
391,936,50111.0
391,940,38.0
391,953,139.0
391,963,64423.0
391,964,70451.0
391,970,31873.0
391,978,294718.0
391,982,520030.0
391,989,139.0
391,994,153673.0
391,997,193954.0
391,998,107226.0
391,1000,57.0
391,1004,33036.0
391,1008,37453.0
391,1011,189.0
391,1016,545574.0
391,1021,100.0
391,1022,199963.0
391,1027,44.0
391,1029,29468.0
391,1033,23808.0
391,1043,35096.0
391,1066,32879.0
391,1067,13.0
391,1068,383626.0
391,1072,236962.0
391,1075,12618.0
391,1081,104087.0
391,1094,245.0
391,1101,6516.0
391,1109,13233.0
391,1139,150597.0
391,1141,159.0
391,1162,3364.0
391,1171,78520.0
391,1176,282332.0
391,1185,175656.0
391,1189,209627.0
391,1200,885228.0
391,1201,94200.0
391,1227,323.0
391,1231,96883.0
391,1240,210413.0
391,1244,19.0
391,1252,425875.0
391,1255,584347.0
391,1256,29807.0
391,1258,250.0
391,1264,129297.0
391,1270,3814.0
391,1277,77308.0
391,1304,108944.0
391,1312,8354.0
391,1316,13.0
391,1320,422.0
391,1322,91444.0
391,1328,225.0
391,1339,11438.0
391,1353,206718.0
391,1359,113368.0
391,1365,72.0
391,1372,127037.0
391,1376,448.0
391,1382,33601.0
391,1391,105975.0
391,1401,33332.0
391,1402,26909.0
391,1403,419677.0
391,1405,587115.0
391,1406,39053.0
391,1408,7.0
391,1421,57284.0
391,1426,112675.0
391,1430,648.0
391,1433,487326.0
391,1437,502354.0
391,1438,89238.0
391,1450,83461.0
391,1456,258551.0
391,1457,108116.0
391,1460,62014.0
391,1461,52194.0
391,1462,126037.0
391,1463,240.0
391,1470,311092.0
391,1475,17947.0
391,1480,185956.0
391,1485,456458.0
391,1500,34924.0
391,1504,9.0
391,1517,348465.0
391,1522,855.0
391,1546,184.0
391,1549,483.0
391,1596,17324.0
391,1613,308163.0
391,1614,142.0
391,1615,9810.0
391,1628,283188.0
391,1630,296095.0
391,1641,26216.0
391,1644,45760.0
391,1645,53091.0
391,1664,840.0
391,1679,268.0
391,1700,68321.0
391,1752,134293.0
391,1773,349.0
391,1820,43934.0
391,1822,104679.0
391,1823,3.0
391,1831,69498.0
391,1837,130697.0
391,1843,3009.0
391,1847,123.0
392,47,61.0
392,832,9.0
392,1203,4.0
393,711,4481.0
393,1200,1982.0
396,114,40034.0
396,246,339.0
396,258,1.0
396,508,8.0
396,526,148.0
396,551,137.0
396,759,41.0
396,1541,138.0
397,268,9.0
397,371,27.0
397,389,10069.0
397,747,106.0
397,1432,136.0
398,814,8.0
398,849,10.0
398,1186,229.0
398,1718,25.0
399,114,56.0
399,709,15343.0
399,766,20692.0
399,1462,1.0
402,70,1976.0
402,88,24285.0
402,152,326.0
402,264,40.0
402,316,405.0
402,369,3.0
402,440,47.0
402,458,1.0
402,464,4.0
402,465,6.0
402,483,26.0
402,604,2.0
402,684,7.0
402,720,7.0
402,726,124.0
402,793,1.0
402,796,1.0
402,803,152.0
402,805,312.0
402,817,1.0
402,819,25.0
402,823,821.0
402,826,7.0
402,827,488.0
402,836,3.0
402,844,19.0
402,1131,13.0
402,1132,5.0
402,1186,12.0
402,1190,11.0
402,1217,19.0
402,1234,13.0
402,1236,8.0
402,1262,1.0
402,1307,5.0
402,1310,3.0
402,1429,29.0
402,1609,1791.0
402,1634,297.0
402,1652,2.0
402,1728,9.0
402,1739,11.0
403,134,1.0
403,179,12.0
403,206,38.0
403,296,56.0
403,311,33.0
403,321,4.0
403,356,5.0
403,432,10.0
403,435,23159.0
403,476,1.0
403,485,1025.0
403,506,2.0
403,534,3.0
403,548,1.0
403,560,5.0
403,619,2.0
403,719,1028.0
403,731,4.0
403,732,57.0
403,752,24.0
403,760,2.0
403,872,7.0
403,875,14532.0
403,882,6.0
403,926,1.0
403,972,9.0
403,978,129.0
403,1029,5.0
403,1053,2.0
403,1065,93.0
403,1068,77258.0
403,1176,39.0
403,1200,21192.0
403,1252,25.0
403,1264,64.0
403,1302,29.0
403,1320,35.0
403,1328,12.0
403,1339,3.0
403,1426,2.0
403,1435,11410.0
403,1470,145.0
403,1549,14.0
403,1631,2.0
403,1820,16.0
403,1823,1.0
403,1835,4.0
405,466,124.0
406,709,41636.0
406,711,18187.0
406,766,95.0
406,1437,4.0
406,1573,4.0
411,1837,18.0
413,1724,35.0
414,709,110480.0
414,711,72256.0
414,766,97438.0
415,1462,16572.0
416,375,116.0
416,735,84.0
416,778,532.0
417,459,2.0
417,560,2.0
420,396,109.0
420,801,98.0
421,922,962.0
421,1494,4.0
423,132,17.0
423,193,46497.0
423,577,17.0
423,1245,9.0
424,3,2.0
424,525,20.0
424,577,226.0
424,868,1612.0
424,1245,566.0
424,1688,4359.0
426,88,178.0
427,185,196.0
427,712,6.0
427,855,1.0
427,1186,23.0
427,1207,7.0
427,1217,984.0
427,1254,2.0
427,1349,41.0
427,1446,1.0
427,1447,8.0
427,1742,14.0
428,158,1.0
428,206,4.0
428,211,2.0
428,240,4.0
428,251,12.0
428,389,142286.0
428,874,71.0
428,1255,21031.0
428,1628,104.0
428,1630,4.0
429,711,13176.0
431,1435,533.0
432,29,152.0
432,49,39.0
432,75,13.0
432,114,50443.0
432,117,39.0
432,123,271.0
432,127,1.0
432,145,170.0
432,156,97.0
432,158,20.0
432,169,19.0
432,176,104.0
432,187,2489.0
432,206,21.0
432,211,35.0
432,215,278.0
432,234,7.0
432,239,11.0
432,240,300.0
432,251,97.0
432,258,777.0
432,293,81.0
432,296,2.0
432,300,73.0
432,311,110.0
432,313,34.0
432,317,348.0
432,321,332.0
432,322,15.0
432,334,172.0
432,356,4254.0
432,371,63.0
432,381,211.0
432,383,10143.0
432,389,132216.0
432,391,89519.0
432,403,10.0
432,435,52890.0
432,478,1.0
432,489,3.0
432,496,26.0
432,506,30.0
432,507,12.0
432,510,3.0
432,526,137.0
432,534,5.0
432,548,33.0
432,588,4.0
432,595,58.0
432,610,83.0
432,613,78.0
432,618,12.0
432,619,34.0
432,669,14.0
432,685,161.0
432,709,846.0
432,711,26745.0
432,716,43.0
432,719,856.0
432,731,537.0
432,766,26.0
432,778,200.0
432,872,1.0
432,875,31271.0
432,877,12303.0
432,879,136.0
432,902,7577.0
432,926,84.0
432,978,48.0
432,982,25759.0
432,989,39.0
432,994,43516.0
432,1016,170.0
432,1022,46391.0
432,1027,15.0
432,1061,49.0
432,1066,23.0
432,1068,93981.0
432,1091,70.0
432,1176,233.0
432,1185,70.0
432,1189,1.0
432,1200,190706.0
432,1240,31.0
432,1251,3.0
432,1252,319.0
432,1255,41853.0
432,1258,14261.0
432,1264,562.0
432,1297,25.0
432,1304,50.0
432,1328,11.0
432,1353,28.0
432,1359,53.0
432,1376,21.0
432,1403,295.0
432,1405,96.0
432,1408,28.0
432,1413,3.0
432,1417,42.0
432,1433,189.0
432,1435,3883.0
432,1438,31.0
432,1456,319.0
432,1457,5.0
432,1470,245.0
432,1517,6299.0
432,1527,73.0
432,1596,150.0
432,1628,115.0
432,1630,82.0
432,1645,13.0
432,1655,45.0
432,1664,286.0
432,1780,34.0
432,1785,24.0
432,1799,30.0
432,1803,3.0
432,1822,2.0
432,1823,13.0
432,1826,3.0
432,1837,70.0
433,193,10.0
434,85,12263.0
435,29,45768.0
435,32,1396.0
435,36,338.0
435,41,19261.0
435,49,145.0
435,75,75483.0
435,85,1578.0
435,86,304569.0
435,88,13820.0
435,93,99.0
435,101,8416.0
435,108,14.0
435,114,646268.0
